player_name,college
Anfernee Hardaway,Memphis
Andris Biedrins,None
Andrew Bynum,None
Andrew Bogut,Utah
Andres Nocioni,None
Andrei Kirilenko,None
Bernard Robinson,Michigan
John Thomas,Minnesota
Billy Thomas,Kansas
Bobby Jackson,Minnesota
Carmelo Anthony,Syracuse
Carlos Delfino,None
Carlos Boozer,Duke
Carlos Arroyo,Florida International
Calvin Booth,Penn State
Calbert Cheaney,Indiana
CJ Miles,None
Bryon Russell,Long Beach State
Bruce Bowen,Cal State-Fullerton
Brian Skinner,Baylor
Brian Scalabrine,Southern California
Brian Grant,Xavier
Brian Cook,Illinois
Brian Cardinal,Purdue
Brevin Knight,Stanford
Brent Barry,Oregon State
Brendan Haywood,North Carolina
Brandon Bass,Louisiana State
Brad Miller,Purdue
Bracey Wright,Indiana
Bostjan Nachbar,None
Boris Diaw,None
Bonzi Wells,Ball State
Boniface Ndong,None
Bobby Simmons,DePaul
Bo Outlaw,Houston
Jon Barry,Georgia Tech
Joel Przybilla,Minnesota
Jose Calderon,None
Richie Frahm,Gonzaga
Rick Brunson,Temple
Ricky Davis,Iowa
Robert Horry,Alabama
Robert Swift,None
Robert Whaley,Walsh
Ronald Dupree,Louisiana State
Ronnie Price,Utah Valley
Ronny Turiaf,Gonzaga
Royal Ivey,Texas
Ruben Patterson,Cincinnati
Ryan Bowen,Iowa
Richard Jefferson,Arizona
Ryan Gomes,Providence
Sam Cassell,Florida State
Samaki Walker,Louisville
Samuel Dalembert,Seton Hall
Sarunas Jasikevicius,Maryland
Sasha Pavlovic,None
Sasha Vujacic,None
Scot Pollard,Kansas
Scott Padgett,Kentucky
Sean Marks,California
Sean May,North Carolina
Sebastian Telfair,None
Sergei Monia,None
Salim Stoudamire,Arizona
Richard Hamilton,Connecticut
Reggie Evans,Iowa
Reece Gaines,Louisville
Othella Harrington,Georgetown
P.J. Brown,Louisiana Tech
Pape Sow,Cal State-Fullerton
Pat Burke,Auburn
Pat Garrity,Notre Dame
Pau Gasol,None
Paul Pierce,Kansas
Pavel Podkolzin,None
Peja Stojakovic,None
Primoz Brezec,None
Quentin Richardson,DePaul
Quinton Ross,Southern Methodist
Qyntel Woods,Northeast Mississippi Community College
Raef LaFrentz,Kansas
Rafael Araujo,Brigham Young
Rafer Alston,Fresno State
Raja Bell,Florida International
Randy Holcomb,San Diego State
Randy Livingston,Louisiana State
Rashad McCants,North Carolina
Rashard Lewis,None
Rasheed Wallace,North Carolina
Rasho Nesterovic,None
Rasual Butler,La Salle
Rawle Marshall,Oakland
Ray Allen,Connecticut
Raymond Felton,North Carolina
Shandon Anderson,Georgia
Shane Battier,Duke
Shaquille O'Neal,Louisiana State
Shareef Abdur-Rahim,California
Trevor Ariza,UCLA
Troy Hudson,Southern Illinois
Troy Murphy,Notre Dame
Tyronn Lue,Nebraska
Tyson Chandler,None
Udonis Haslem,Florida
Viktor Khryapa,None
Vin Baker,Hartford
Vince Carter,North Carolina
Vitaly Potapenko,Wright State
Vladimir Radmanovic,None
Von Wafer,Florida State
Voshon Lenard,Minnesota
Wally Szczerbiak,Miami (OH)
Walter McCarty,Kentucky
Wayne Simien,Kansas
Will Bynum,Georgia Tech
Willie Green,Detroit Mercy
Yao Ming,None
Yaroslav Korolev,None
Zach Randolph,Michigan State
Zarko Cabarkapa,None
Zaza Pachulia,None
Zeljko Rebraca,None
Zendon Hamilton,St. John's (NY)
Zoran Planinic,None
Zydrunas Ilgauskas,None
Trenton Hassell,Austin Peay
Orien Greene,Louisiana-Lafayette
Travis Outlaw,None
Tracy McGrady,None
Sharrod Ford,Clemson
Shaun Livingston,None
Shavlik Randolph,Duke
Shawn Marion,Nevada-Las Vegas
Slava Medvedenko,None
Smush Parker,Fordham
Speedy Claxton,Hofstra
Stacey Augmon,Nevada-Las Vegas
Stephen Graham,Oklahoma State
Stephen Jackson,Butler Community College
Stephon Marbury,Georgia Tech
Steve Blake,Maryland
Steve Francis,Maryland
Steve Nash,Santa Clara
Steven Hunter,DePaul
Stromile Swift,Louisiana State
T.J. Ford,Texas
Tayshaun Prince,Kentucky
Terence Morris,Maryland
Theo Ratliff,Wyoming
Tim Duncan,Wake Forest
Tim Thomas,Villanova
Toni Kukoc,None
Tony Allen,Oklahoma State
Tony Battie,Texas Tech
Tony Delk,Kentucky
Tony Parker,None
Travis Diener,Marquette
Jonathan Bender,None
Noel Felix,Fresno State
Nick Van Exel,Cincinnati
Kurt Thomas,Texas Christian
Kwame Brown,None
Kyle Korver,Creighton
Lamar Odom,Rhode Island
Lamond Murray,California
Laron Profit,Maryland
Larry Hughes,Saint Louis
Lawrence Roberts,Mississippi State
LeBron James,None
Leandro Barbosa,None
Kris Humphries,Minnesota
Lee Nailon,Texas Christian
Lindsey Hunter,Jackson State
Linton Johnson,Tulane
Lonny Baxter,Maryland
Loren Woods,Arizona
Nikoloz Tskitishvili,None
Lou Williams,None
Luke Jackson,Oregon
Luke Ridnour,Oregon
Luke Schenscher,Georgia Tech
Luke Walton,Arizona
Linas Kleiza,Missouri
Kobe Bryant,None
Kirk Snyder,Nevada
Kirk Hinrich,Kansas
Josh Childress,Stanford
Josh Davis,Wyoming
Josh Howard,Wake Forest
Josh Powell,North Carolina State
Josh Smith,None
Juan Dixon,Maryland
Julius Hodge,North Carolina State
Jumaine Jones,Georgia
Justin Reed,Mississippi
Juwan Howard,Michigan
Kareem Rush,Missouri
Keith Bogans,Kentucky
Keith McLeod,Bowling Green
Keith Van Horn,Utah
Kelvin Cato,Iowa State
Kendrick Perkins,None
Kenny Thomas,New Mexico
Kenyon Martin,Cincinnati
Kevin Burleson,Minnesota
Kevin Garnett,None
Kevin Martin,Western Carolina
Kevin Ollie,Connecticut
Keyon Dooling,Missouri
Luol Deng,Duke
Luther Head,Illinois
Lorenzen Wright,Memphis
Malik Allen,Villanova
Mehmet Okur,None
Melvin Ely,Fresno State
Melvin Sanders,Oklahoma State
Metta World Peace,St. John's (NY)
Michael Bradley,Villanova
Michael Doleac,Utah
Michael Finley,Wisconsin
Michael Olowokandi,Pacific
Michael Redd,Ohio State
Michael Ruffin,Tulsa
Michael Sweetney,Georgetown
Mickael Pietrus,None
Mike Bibby,Arizona
Maurice Taylor,Michigan
Mike Dunleavy,Duke
Mike Miller,Florida
Mike Wilks,Rice
Mikki Moore,Nebraska
Milt Palacio,Colorado State
Mo Williams,Alabama
Monta Ellis,None
Moochie Norris,West Florida
Morris Peterson,Michigan State
Nate Robinson,Washington
Nazr Mohammed,Kentucky
Nenad Krstic,None
Nene,None
Nick Collison,Kansas
Mike James,Duquesne
Maciej Lampe,None
Donell Taylor,Alabama-Birmingham
Matt Bonner,Florida
Marvin Williams,North Carolina
Matt Carroll,Notre Dame
Matt Harpring,Georgia Tech
Matt Walsh,Florida
Maurice Evans,Texas
Martynas Andriuskevicius,None
Martell Webster,None
Marquis Daniels,Auburn
Matt Barnes,UCLA
Marko Jaric,None
Mark Blount,Pittsburgh
Mario Kasun,None
Marcus Fizer,Iowa State
Marcus Camby,Massachusetts
Marcus Banks,Nevada-Las Vegas
Marc Jackson,Temple
Manu Ginobili,None
Malik Rose,Drexel
Mark Madsen,Stanford
Mateen Cleaves,Michigan State
Andrew Bogut,Utah
Antonio Daniels,Bowling Green
Antoine Wright,Texas A&M
Antoine Walker,Kentucky
Anthony Roberson,Florida
Anthony Parker,Bradley
Anthony Johnson,College of Charleston
Anthony Carter,Hawaii
Antawn Jamison,North Carolina
Andre Miller,Utah
Andrea Bargnani,None
Andreas Glyniadakis,None
Andris Biedrins,None
Andres Nocioni,None
Andrew Bynum,None
Andrei Kirilenko,None
Dan Dickau,Gonzaga
Austin Croshere,Providence
Damon Jones,Houston
Damir Markota,None
Damien Wilkins,Georgia
Dale Davis,Clemson
Dajuan Wagner,Memphis
Dahntay Jones,Duke
DJ Mbenga,None
Damon Stoudamire,Arizona
Cuttino Mobley,Rhode Island
Corliss Williamson,Arkansas
Corey Maggette,Duke
Clifford Robinson,Connecticut
Chucky Atkins,South Florida
Chuck Hayes,Kentucky
Chris Wilcox,Maryland
Chris Webber,Michigan
Craig Smith,Boston College
Andre Iguodala,Arizona
Dan Gadzuric,UCLA
Daniel Ewing,Duke
DerMarr Johnson,Cincinnati
Delonte West,Saint Joseph's
Dee Brown,Illinois
DeShawn Stevenson,None
DeSagana Diop,None
David West,Xavier
David Wesley,Baylor
David Noel,North Carolina
David Lee,Florida
David Harrison,Colorado
Darrick Martin,UCLA
Darrell Armstrong,Fayetteville State
Darko Milicic,None
Darius Songaila,Wake Forest
Danny Granger,New Mexico
Danny Fortson,Cincinnati
Daniel Gibson,Texas
Chris Quinn,Notre Dame
Chris Paul,Wake Forest
Chris McCray,Maryland
Chris Kaman,Central Michigan
Brent Barry,Oregon State
Brendan Haywood,North Carolina
Brandon Roy,Washington
Brandon Bass,Louisiana State
Brad Miller,Purdue
Bracey Wright,Indiana
Bostjan Nachbar,None
Boris Diaw,None
Bonzi Wells,Ball State
Bobby Jones,Washington
Bobby Jackson,Minnesota
Bo Outlaw,Houston
Bernard Robinson,Michigan
Beno Udrih,None
Ben Wallace,Virginia Union
Ben Gordon,Connecticut
Baron Davis,UCLA
Brevin Knight,Stanford
Antonio McDyess,Alabama
Brian Cardinal,Purdue
Brian Scalabrine,Southern California
Chris Duhon,Duke
Chris Bosh,Georgia Tech
Chauncey Billups,Colorado
Charlie Villanueva,Connecticut
Charlie Bell,Michigan State
Channing Frye,Arizona
Cedric Simmons,North Carolina State
Cedric Bozeman,UCLA
Caron Butler,Connecticut
Carmelo Anthony,Syracuse
Carlos Delfino,None
Carlos Boozer,Duke
Carlos Arroyo,Florida International
Calvin Booth,Penn State
CJ Miles,None
Bruce Bowen,Cal State-Fullerton
Brian Skinner,Baylor
Brian Cook,Illinois
Andre Brown,DePaul
Vladimir Radmanovic,None
Andray Blatche,None
P.J. Brown,Louisiana Tech
Othella Harrington,Georgetown
Orien Greene,Louisiana-Lafayette
Nick Collison,Kansas
Nene,None
Nenad Krstic,None
Nazr Mohammed,Kentucky
Nate Robinson,Washington
PJ Tucker,Texas
Mouhamed Sene,None
Monta Ellis,None
Mo Williams,Alabama
Mile Ilic,None
Mikki Moore,Nebraska
Mike Wilks,Rice
Mike Miller,Florida
Mike James,Duquesne
Mike Hall,George Washington
Morris Peterson,Michigan State
Pape Sow,Cal State-Fullerton
Pat Burke,Auburn
Pat Garrity,Notre Dame
Randy Livingston,Louisiana State
Randy Foye,Villanova
Randolph Morris,Kentucky
Rajon Rondo,Kentucky
Raja Bell,Florida International
Rafer Alston,Fresno State
Rafael Araujo,Brigham Young
Raef LaFrentz,Kansas
Quinton Ross,Southern Methodist
Quincy Douby,Rutgers
Quentin Richardson,DePaul
Primoz Brezec,None
Pops Mensah-Bonsu,George Washington
Peja Stojakovic,None
Paul Pierce,Kansas
Paul Millsap,Louisiana Tech
Paul Davis,Michigan State
Pau Gasol,None
Patrick O'Bryant,Bradley
Mike Dunleavy,Duke
Rashad McCants,North Carolina
Mike Bibby,Arizona
Mickael Gelabale,None
Mardy Collins,Temple
Marcus Williams,Connecticut
Marcus Vinicius,None
Marcus Camby,Massachusetts
Marcus Banks,Nevada-Las Vegas
Marc Jackson,Temple
Manu Ginobili,None
Malik Rose,Drexel
Mark Blount,Pittsburgh
Malik Allen,Villanova
Lynn Greer,Temple
Luther Head,Illinois
Luol Deng,Duke
Luke Walton,Arizona
Luke Schenscher,Georgia Tech
Luke Ridnour,Oregon
Luke Jackson,Oregon
Lou Williams,None
Maceo Baston,Michigan
Mark Madsen,Stanford
Marko Jaric,None
Marquis Daniels,Auburn
Michael Sweetney,Georgetown
Michael Ruffin,Tulsa
Michael Redd,Ohio State
Michael Olowokandi,Pacific
Michael Finley,Wisconsin
Michael Doleac,Utah
Metta World Peace,St. John's (NY)
Melvin Ely,Fresno State
Mehmet Okur,None
Maurice Taylor,Michigan
Maurice Evans,Texas
Maurice Ager,Michigan State
Matt Harpring,Georgia Tech
Matt Freije,Vanderbilt
Matt Carroll,Notre Dame
Matt Bonner,Florida
Matt Barnes,UCLA
Marvin Williams,North Carolina
Martell Webster,None
Mickael Pietrus,None
Lou Amundson,Nevada-Las Vegas
Rashard Lewis,None
Rasho Nesterovic,None
Tayshaun Prince,Kentucky
Tarence Kinsey,South Carolina
T.J. Ford,Texas
Stromile Swift,Louisiana State
Steven Smith,La Salle
Steven Hunter,DePaul
Steve Novak,Marquette
Steve Nash,Santa Clara
Thabo Sefolosha,None
Steve Francis,Maryland
Stephon Marbury,Georgia Tech
Stephen Jackson,Butler Community College
Stephen Graham,Oklahoma State
Speedy Claxton,Hofstra
Solomon Jones,South Florida
Smush Parker,Fordham
Slava Medvedenko,None
Shelden Williams,Duke
Steve Blake,Maryland
Theo Ratliff,Wyoming
Tim Duncan,Wake Forest
Tim Thomas,Villanova
Vitaly Potapenko,Wright State
Vince Carter,North Carolina
Viktor Khryapa,None
Vassilis Spanoulis,None
Uros Slokar,None
Udonis Haslem,Florida
Tyson Chandler,None
Tyrus Thomas,Louisiana State
Tyronn Lue,Nebraska
Troy Murphy,Notre Dame
Troy Hudson,Southern Illinois
Trevor Ariza,UCLA
Trenton Hassell,Austin Peay
Travis Outlaw,None
Travis Diener,Marquette
Tracy McGrady,None
Tony Parker,None
Tony Battie,Texas Tech
Tony Allen,Oklahoma State
Shawne Williams,Memphis
Rasheed Wallace,North Carolina
Shawn Marion,Nevada-Las Vegas
Shaun Livingston,None
Ronnie Price,Utah Valley
Ronnie Brewer,Arkansas
Ronald Dupree,Louisiana State
Roger Powell,Illinois
Roger Mason Jr.,Virginia
Rodney Carney,Memphis
Robert Horry,Alabama
Robert Hite,Miami (FL)
Ronny Turiaf,Gonzaga
Ricky Davis,Iowa
Richard Hamilton,Connecticut
Renaldo Major,Fresno State
Renaldo Balkman,South Carolina
Reggie Evans,Iowa
Raymond Felton,North Carolina
Ray Allen,Connecticut
Rawle Marshall,Oakland
Rasual Butler,La Salle
Richard Jefferson,Arizona
Royal Ivey,Texas
Ruben Patterson,Cincinnati
Rudy Gay,Connecticut
Shareef Abdur-Rahim,California
Shaquille O'Neal,Louisiana State
Shannon Brown,Michigan State
Shane Battier,Duke
Shammond Williams,North Carolina
Sergio Rodriguez,None
Sebastian Telfair,None
Sean May,North Carolina
Sean Marks,California
Scott Padgett,Kentucky
Scot Pollard,Kansas
Sasha Vujacic,None
Sasha Pavlovic,None
Sarunas Jasikevicius,Maryland
Samuel Dalembert,Seton Hall
Sam Cassell,Florida State
Salim Stoudamire,Arizona
Ryan Hollins,UCLA
Ryan Gomes,Providence
Shavlik Randolph,Duke
Andre Barrett,Seton Hall
Lorenzen Wright,Memphis
Lindsey Hunter,Jackson State
Ersan Ilyasova,None
Erick Dampier,Mississippi State
Eric Williams,Providence
Eric Snow,Michigan State
Eric Piatkowski,Nebraska
Emeka Okafor,Connecticut
Elton Brand,Duke
Eduardo Najera,Oklahoma
Esteban Batista,None
Eddy Curry,None
Eddie House,Arizona State
Eddie Griffin,Seton Hall
Earl Watson,UCLA
Earl Boykins,Eastern Michigan
Earl Barron,Memphis
Dwyane Wade,Marquette
Dwight Howard,None
Dwayne Jones,Saint Joseph's
Eddie Jones,Temple
Drew Gooden,Kansas
Etan Thomas,Syracuse
Flip Murray,Shaw
Ivan McFarlin,Oklahoma State
Ira Newble,Miami (OH)
Ime Udoka,Portland State
Ike Diogu,Arizona State
Hilton Armstrong,Connecticut
Hedo Turkoglu,None
Hassan Adams,Arizona
Hakim Warrick,Syracuse
Fabricio Oberto,None
Greg Buckner,Clemson
Gordan Giricek,None
Gilbert Arenas,Arizona
Gerald Wallace,Alabama
Gerald Green,None
Gary Payton,Oregon State
Fred Jones,Oregon
Francisco Garcia,Louisville
Francisco Elson,California
Grant Hill,Duke
Doug Christie,Pepperdine
Dorell Wright,None
Donyell Marshall,Connecticut
Von Wafer,Florida State
Aaron McKie,Temple
Aaron Williams,Xavier
Adam Morrison,Gonzaga
Adonal Foyle,Colgate
Adrian Griffin,Seton Hall
Al Harrington,None
Al Jefferson,None
Zydrunas Ilgauskas,None
Alan Anderson,Michigan State
Alexander Johnson,Florida State
Allan Ray,Villanova
Allen Iverson,Georgetown
Alonzo Mourning,Georgetown
Alvin Williams,Villanova
Amar'e Stoudemire,None
Amir Johnson,None
Anderson Varejao,None
Alan Henderson,Indiana
Zaza Pachulia,None
Zach Randolph,Michigan State
Yaroslav Korolev,None
Donell Taylor,Alabama-Birmingham
Dirk Nowitzki,None
Dikembe Mutombo,Georgetown
Dijon Thompson,UCLA
Devin Harris,Wisconsin
Devin Brown,Texas-San Antonio
Devean George,Augsburg
Desmond Mason,Oklahoma State
Desmon Farmer,Southern California
Deron Williams,Illinois
Derek Fisher,Arkansas-Little Rock
Derek Anderson,Kentucky
Walter Herrmann,None
Wayne Simien,Kansas
Will Blalock,Iowa State
Will Conroy,Washington
Willie Green,Detroit Mercy
Yakhouba Diawara,Pepperdine
Yao Ming,None
J.J. Barea,Northeastern
Linton Johnson,Tulane
JJ Redick,Duke
Jackie Butler,Southern Illinois
Kenny Thomas,New Mexico
Kendrick Perkins,None
Kelvin Cato,Iowa State
Kelenna Azubuike,Kentucky
Keith McLeod,Bowling Green
Keith Bogans,Kentucky
Juwan Howard,Michigan
Justin Williams,Wyoming
Kenyon Martin,Cincinnati
Justin Reed,Mississippi
Jumaine Jones,Georgia
Julius Hodge,North Carolina State
Juan Dixon,Maryland
Josh Smith,None
Josh Powell,North Carolina State
Josh Howard,Wake Forest
Josh Childress,Stanford
Josh Boone,Connecticut
Junior Harrington,Wingate
Kevin Garnett,None
Kevin Martin,Western Carolina
Kevin Ollie,Connecticut
Linas Kleiza,Missouri
Leon Powe,California
Leandro Barbosa,None
LeBron James,None
Lawrence Roberts,Mississippi State
Larry Hughes,Saint Louis
Lamar Odom,Rhode Island
LaMarcus Aldridge,Texas
Kyle Lowry,Villanova
Kyle Korver,Creighton
Kwame Brown,None
Kurt Thomas,Texas Christian
Kris Humphries,Minnesota
Kobe Bryant,None
Kirk Snyder,Nevada
Kirk Hinrich,Kansas
Keyon Dooling,Missouri
Kevinn Pinkney,Nevada
Kevin Willis,Michigan State
Jose Calderon,None
JR Smith,None
Jorge Garbajosa,None
John Salmons,Miami (FL)
Jarrett Jack,Georgia Tech
Jared Reiner,Iowa
Jared Jeffries,Indiana
Jannero Pargo,Arkansas
James White,Cincinnati
James Singleton,Murray State
James Posey,Xavier
James Lang,None
James Jones,Miami (FL)
James Augustine,Illinois
Jameer Nelson,Saint Joseph's
Jamal Sampson,California
Jamal Crawford,Michigan
Jamaal Tinsley,Iowa State
Jamaal Magloire,Kentucky
Jalen Rose,Michigan
Jake Voskuhl,Connecticut
Jake Tsakalidis,None
Jacque Vaughn,Kansas
Jarron Collins,Stanford
Jordan Farmar,UCLA
Jarvis Hayes,Georgia
Jason Hart,Syracuse
Wally Szczerbiak,Miami (OH)
Johan Petro,None
Joey Graham,Oklahoma State
Joel Przybilla,Minnesota
Joe Smith,Maryland
Joe Johnson,Arkansas
Jerry Stackhouse,North Carolina
Jerome James,Florida A&M
Jermaine O'Neal,None
Jeremy Richardson,Delta State
Jeff McInnis,North Carolina
Jeff Foster,Texas State
Jason Williams,Florida
Jason Terry,Arizona
Jason Richardson,Michigan State
Jason Maxiell,Cincinnati
Jason Kidd,California
Jason Kapono,UCLA
Jason Collins,Stanford
John Lucas III,Oklahoma State
Jason Richardson,Michigan State
Jason Smith,Colorado State
Chris Wilcox,Maryland
Jeff Foster,Texas State
Javaris Crittenton,Georgia Tech
Jason Williams,Florida
Jason Terry,Arizona
Quincy Douby,Rutgers
Quinton Ross,Southern Methodist
Raef LaFrentz,Kansas
Rafer Alston,Fresno State
Raja Bell,Florida International
Rajon Rondo,Kentucky
Ramon Sessions,Nevada
Jeff Green,Georgetown
Randolph Morris,Kentucky
Rashad McCants,North Carolina
Rashard Lewis,None
Rasheed Wallace,North Carolina
Rasho Nesterovic,None
Rasual Butler,La Salle
Ray Allen,Connecticut
Raymond Felton,North Carolina
Reggie Evans,Iowa
Renaldo Balkman,South Carolina
Richard Hamilton,Connecticut
Richard Jefferson,Arizona
Randy Foye,Villanova
Richie Frahm,Gonzaga
Jeff McInnis,North Carolina
Jeremy Richardson,Delta State
Justin Williams,Wyoming
Juan Dixon,Maryland
Juan Carlos Navarro,None
Josh Smith,None
Josh Powell,North Carolina State
Josh McRoberts,Duke
Josh Howard,Wake Forest
Josh Childress,Stanford
Josh Boone,Connecticut
Jose Calderon,None
Jorge Garbajosa,None
Jelani McCoy,UCLA
Jordan Farmar,UCLA
Johan Petro,None
Joey Graham,Oklahoma State
Joel Przybilla,Minnesota
Joel Anthony,Nevada-Las Vegas
Joe Smith,Maryland
Joe Johnson,Arkansas
Joakim Noah,Florida
Jerry Stackhouse,North Carolina
Jerome James,Florida A&M
Jermareo Davidson,Alabama
Jermaine O'Neal,None
John Salmons,Miami (FL)
Juwan Howard,Michigan
Ricky Davis,Iowa
Robert Swift,None
Shawn Marion,Nevada-Las Vegas
Shawne Williams,Memphis
Shelden Williams,Duke
Smush Parker,Fordham
Solomon Jones,South Florida
Spencer Hawes,Washington
Stephane Lasme,Massachusetts
Stephen Graham,Oklahoma State
Stephen Jackson,Butler Community College
Stephon Marbury,Georgia Tech
Steve Blake,Maryland
Shavlik Randolph,Duke
Steve Francis,Maryland
Steve Novak,Marquette
Steven Hunter,DePaul
Stromile Swift,Louisiana State
T.J. Ford,Texas
Tarence Kinsey,South Carolina
Taurean Green,Florida
Tayshaun Prince,Kentucky
Thabo Sefolosha,None
Thaddeus Young,Georgia Tech
Theo Ratliff,Wyoming
Thomas Gardner,Missouri
Steve Nash,Santa Clara
Robert Horry,Alabama
Shareef Abdur-Rahim,California
